Package,Version,Depends,License,DOI
Rhtslib,1.28.0,NA,LGPL (>= 2),10.18129/B9.BIOC.RHTSLIB
RiboCrypt,1.2.0,"R (>= 3.6.0), ORFik (>= 1.13.12)",MIT,10.18129/B9.BIOC.RIBOCRYPT
RiboDiPA,1.4.1,"R (>= 4.1), Rsamtools, GenomicFeatures, GenomicAlignments",LGPL (>= 3),10.18129/B9.BIOC.RIBODIPA
RiboProfiling,1.26.0,"R (>= 3.5.0), Biostrings",GPL-3,10.18129/B9.BIOC.RIBOPROFILING
ribor,1.8.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.RIBOR
riboSeqR,1.30.0,"R (>= 3.0.2), methods, GenomicRanges, abind",GPL-3,10.18129/B9.BIOC.RIBOSEQR
ribosomeProfilingQC,1.8.0,"R (>= 4.0), GenomicRanges",GPL (>= 3),10.18129/B9.BIOC.RIBOSOMEPROFILINGQC
rifi,1.0.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.RIFI
RImmPort,1.24.0,NA,GPL-3,10.18129/B9.BIOC.RIMMPORT
Ringo,1.60.0,"methods, Biobase (>= 1.14.1), RColorBrewer, limma, Matrix,
grid, lattice",Artistic-2.0,10.18129/B9.BIOC.RINGO
RIPAT,1.6.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.RIPAT
Risa,1.38.0,"R (>= 2.0.9), Biobase (>= 2.4.0), methods, Rcpp (>= 0.9.13),
biocViews, affy",LGPL,10.18129/B9.BIOC.RISA
RIVER,1.20.0,R (>= 3.3.2),GPL (>= 2),10.18129/B9.BIOC.RIVER
RJMCMCNucleosomes,1.20.0,"R (>= 3.5.0), IRanges, GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.RJMCMCNUCLEOSOMES
RLassoCox,1.4.0,"R (>= 4.1), glmnet",Artistic-2.0,10.18129/B9.BIOC.RLASSOCOX
RLMM,1.58.0,R (>= 2.1.0),LGPL (>= 2),10.18129/B9.BIOC.RLMM
RLSeq,1.2.0,R (>= 4.1.0),MIT,10.18129/B9.BIOC.RLSEQ
Rmagpie,1.52.0,"R (>= 2.6.1), Biobase (>= 2.5.5)",GPL (>= 3),10.18129/B9.BIOC.RMAGPIE
RMassBank,3.6.1,Rcpp,Artistic-2.0,10.18129/B9.BIOC.RMASSBANK
rmelting,1.12.0,R (>= 3.6),GPL-2,10.18129/B9.BIOC.RMELTING
Rmmquant,1.14.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RMMQUANT
rmspc,1.2.0,NA,GPL-3,10.18129/B9.BIOC.RMSPC
RNAAgeCalc,1.8.0,R (>= 3.6),GPL-2,10.18129/B9.BIOC.RNAAGECALC
RNAdecay,1.16.0,R (>= 3.5),GPL-2,10.18129/B9.BIOC.RNADECAY
rnaEditr,1.6.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.RNAEDITR
RNAinteract,1.44.0,"R (>= 2.12.0),",Artistic-2.0,10.18129/B9.BIOC.RNAINTERACT
RNAmodR,1.10.0,"R (>= 4.0), S4Vectors (>= 0.27.12), IRanges (>= 2.23.9),
GenomicRanges, Modstrings",Artistic-2.0,10.18129/B9.BIOC.RNAMODR
RNAmodR.AlkAnilineSeq,1.10.0,"R (>= 4.0), RNAmodR (>= 1.5.3)",Artistic-2.0,10.18129/B9.BIOC.RNAMODR.ALKANILINESEQ
RNAmodR.ML,1.10.0,"R (>= 3.6), RNAmodR",Artistic-2.0,10.18129/B9.BIOC.RNAMODR.ML
RNAmodR.RiboMethSeq,1.10.0,"R (>= 4.0), RNAmodR (>= 1.5.3)",Artistic-2.0,10.18129/B9.BIOC.RNAMODR.RIBOMETHSEQ
RNAsense,1.10.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RNASENSE
rnaseqcomp,1.26.0,R (>= 3.2.0),GPL-3,10.18129/B9.BIOC.RNASEQCOMP
RNASeqPower,1.36.0,NA,LGPL (>= 2),10.18129/B9.BIOC.RNASEQPOWER
RnaSeqSampleSize,2.6.0,"R (>= 4.0.0), ggplot2, RnaSeqSampleSizeData",GPL (>= 2),10.18129/B9.BIOC.RNASEQSAMPLESIZE
RnBeads,2.14.0,"R (>= 3.0.0), BiocGenerics, S4Vectors (>= 0.9.25),
GenomicRanges, MASS, cluster, ff, fields, ggplot2 (>= 0.9.2),
gplots, grid, gridExtra, limma, matrixStats, methods,
illuminaio, methylumi, plyr",GPL-3,10.18129/B9.BIOC.RNBEADS
Rnits,1.29.0,"R (>= 3.6.0), Biobase, ggplot2, limma, methods",GPL-3,10.18129/B9.BIOC.RNITS
roar,1.32.0,R (>= 3.0.1),GPL-3,10.18129/B9.BIOC.ROAR
ROC,1.72.0,"R (>= 1.9.0), utils, methods",Artistic-2.0,10.18129/B9.BIOC.ROC
ROCpAI,1.8.0,"boot, SummarizedExperiment, fission, knitr, methods",GPL-3,10.18129/B9.BIOC.ROCPAI
RolDE,1.0.0,R (>= 4.2.0),GPL-3,10.18129/B9.BIOC.ROLDE
rols,2.24.2,methods,GPL-2,10.18129/B9.BIOC.ROLS
ROntoTools,2.24.0,"methods, graph, boot, KEGGREST, KEGGgraph, Rgraphviz",CC BY-NC-ND 4.0,10.18129/B9.BIOC.RONTOTOOLS
ropls,1.28.2,R (>= 3.5.0),CeCILL,10.18129/B9.BIOC.ROPLS
ROSeq,1.8.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.ROSEQ
ROTS,1.24.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.ROTS
RPA,1.52.0,"R (>= 3.1.1), affy, BiocGenerics, BiocStyle, methods,
rmarkdown",BSD_2_clause,10.18129/B9.BIOC.RPA
rprimer,1.0.0,R (>= 4.2),GPL-3,10.18129/B9.BIOC.RPRIMER
RProtoBufLib,2.8.0,NA,BSD_3_clause,10.18129/B9.BIOC.RPROTOBUFLIB
RpsiXML,2.38.0,"methods, XML (>= 2.4.0), utils",LGPL-3,10.18129/B9.BIOC.RPSIXML
rpx,2.4.0,methods,GPL-2,10.18129/B9.BIOC.RPX
Rqc,1.30.0,"BiocParallel, ShortRead, ggplot2",GPL (>= 2),10.18129/B9.BIOC.RQC
rqt,1.22.0,"R (>= 3.4), SummarizedExperiment",GPL,10.18129/B9.BIOC.RQT
rqubic,1.42.0,NA,GPL-2,10.18129/B9.BIOC.RQUBIC
rRDP,1.30.0,Biostrings (>= 2.26.2),GPL-2,10.18129/B9.BIOC.RRDP
RRHO,1.36.0,"R (>= 2.10), grid",GPL-2,10.18129/B9.BIOC.RRHO
rrvgo,1.8.0,NA,GPL-3,10.18129/B9.BIOC.RRVGO
Rsamtools,2.12.0,"methods, GenomeInfoDb (>= 1.1.3), GenomicRanges (>= 1.31.8),
Biostrings (>= 2.47.6), R (>= 3.5.0)",Artistic-2.0,10.18129/B9.BIOC.RSAMTOOLS
rsbml,2.54.0,"R (>= 2.6.0), BiocGenerics (>= 0.3.2), methods, utils",Artistic-2.0,10.18129/B9.BIOC.RSBML
rScudo,1.12.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RSCUDO
rsemmed,1.6.0,"R (>= 4.0), igraph",Artistic-2.0,10.18129/B9.BIOC.RSEMMED
RSeqAn,1.16.0,NA,BSD_3_clause,10.18129/B9.BIOC.RSEQAN
Rsubread,2.10.4,NA,GPL (>= 3),10.18129/B9.BIOC.RSUBREAD
RSVSim,1.36.0,"R (>= 3.5.0), Biostrings, GenomicRanges",LGPL-3,10.18129/B9.BIOC.RSVSIM
rSWeeP,1.8.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.RSWEEP
RTCA,1.48.0,"methods,stats,graphics,Biobase,RColorBrewer, gtools",LGPL-3,10.18129/B9.BIOC.RTCA
RTCGA,1.26.0,R (>= 3.3.0),GPL-2,10.18129/B9.BIOC.RTCGA
RTN,2.20.0,"R (>= 3.6.3), methods,",Artistic-2.0,10.18129/B9.BIOC.RTN
RTNduals,1.20.0,"R(>= 3.6.3), RTN(>= 2.14.1), methods",Artistic-2.0,10.18129/B9.BIOC.RTNDUALS
RTNsurvival,1.20.0,"R(>= 3.6.3), RTN(>= 2.14.1), RTNduals(>= 1.14.1), methods",Artistic-2.0,10.18129/B9.BIOC.RTNSURVIVAL
RTopper,1.42.0,"R (>= 2.12.0), Biobase",GPL (>= 3),10.18129/B9.BIOC.RTOPPER
Rtpca,1.6.0,"R (>= 4.0.0), stats, dplyr, tidyr",GPL-3,10.18129/B9.BIOC.RTPCA
rtracklayer,1.56.1,"R (>= 3.5.0), methods, GenomicRanges (>= 1.37.2)",Artistic-2.0,10.18129/B9.BIOC.RTRACKLAYER
Rtreemix,1.58.0,R (>= 2.5.0),LGPL,10.18129/B9.BIOC.RTREEMIX
rTRM,1.34.0,"R (>= 2.10), igraph (>= 1.0)",GPL-3,10.18129/B9.BIOC.RTRM
rTRMui,1.34.0,NA,GPL-3,10.18129/B9.BIOC.RTRMUI
runibic,1.18.0,"R (>= 3.4.0), biclust, SummarizedExperiment",MIT,10.18129/B9.BIOC.RUNIBIC
RUVcorr,1.28.0,NA,GPL-2,10.18129/B9.BIOC.RUVCORR
RUVnormalize,1.30.0,R (>= 2.10.0),GPL-3,10.18129/B9.BIOC.RUVNORMALIZE
RUVSeq,1.30.0,"Biobase, EDASeq (>= 1.99.1), edgeR",Artistic-2.0,10.18129/B9.BIOC.RUVSEQ
RVS,1.18.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.RVS
rWikiPathways,1.16.0,NA,MIT,10.18129/B9.BIOC.RWIKIPATHWAYS
S4Vectors,0.34.0,"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.37.0)",Artistic-2.0,10.18129/B9.BIOC.S4VECTORS
safe,3.36.0,"R (>= 2.4.0), AnnotationDbi, Biobase, methods, SparseM",GPL (>= 2),10.18129/B9.BIOC.SAFE
sagenhaft,1.66.0,"R (>= 2.10), SparseM (>= 0.73), methods",GPL (>= 2),10.18129/B9.BIOC.SAGENHAFT
SAIGEgds,1.10.0,"R (>= 3.5.0), gdsfmt (>= 1.20.0), SeqArray (>= 1.31.8), Rcpp",GPL-3,10.18129/B9.BIOC.SAIGEGDS
sampleClassifier,1.20.0,"R (>= 4.0), MGFM, MGFR, annotate",Artistic-2.0,10.18129/B9.BIOC.SAMPLECLASSIFIER
SamSPECTRAL,1.50.0,R (>= 3.3.3),GPL (>= 2),10.18129/B9.BIOC.SAMSPECTRAL
sangeranalyseR,1.6.1,"R (>= 4.0.0), stringr, ape, Biostrings, DECIPHER, parallel,
reshape2, phangorn, sangerseqR, gridExtra, shiny,
shinydashboard, shinyjs, data.table, plotly, DT, zeallot,
excelR, shinycssloaders, ggdendro, shinyWidgets, openxlsx,
tools, rmarkdown (>= 2.9), knitr (>= 1.33), seqinr, BiocStyle,
logger",GPL-2,10.18129/B9.BIOC.SANGERANALYSER
sangerseqR,1.32.0,"R (>= 3.0.2), Biostrings",GPL-2,10.18129/B9.BIOC.SANGERSEQR
SANTA,2.32.0,"R (>= 4.1), igraph",GPL (>= 2),10.18129/B9.BIOC.SANTA
sarks,1.8.0,R (>= 4.0),BSD_3_clause,10.18129/B9.BIOC.SARKS
satuRn,1.4.1,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.SATURN
savR,1.34.0,ggplot2,AGPL-3,10.18129/B9.BIOC.SAVR
SBGNview,1.10.0,"R (>= 3.6), pathview, SBGNview.data",AGPL-3,10.18129/B9.BIOC.SBGNVIEW
SBMLR,1.92.0,"XML, deSolve",GPL-2,10.18129/B9.BIOC.SBMLR
SC3,1.24.0,R(>= 3.3),GPL-3,10.18129/B9.BIOC.SC3
Scale4C,1.18.0,"R (>= 3.4), smoothie, GenomicRanges, IRanges,
SummarizedExperiment",LGPL-3,10.18129/B9.BIOC.SCALE4C
ScaledMatrix,1.4.0,NA,GPL-3,10.18129/B9.BIOC.SCALEDMATRIX
scAlign,1.9.0,"R (>= 3.6), SingleCellExperiment (>= 1.4), Seurat (>= 2.3.4),
tensorflow, purrr, irlba, Rtsne, ggplot2, methods, utils, FNN",GPL-3,10.18129/B9.BIOC.SCALIGN
SCAN.UPC,2.38.0,"R (>= 2.14.0), Biobase (>= 2.6.0), oligo, Biostrings,
GEOquery, affy, affyio, foreach, sva",MIT,10.18129/B9.BIOC.SCAN.UPC
scanMiR,1.2.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCANMIR
scanMiRApp,1.2.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCANMIRAPP
scAnnotatR,1.2.0,"R (>= 4.1), Seurat, SingleCellExperiment, SummarizedExperiment",MIT,10.18129/B9.BIOC.SCANNOTATR
SCArray,1.4.0,"R (>= 3.5.0), gdsfmt (>= 1.27.4), methods, DelayedArray (>=
0.16.0)",GPL-3,10.18129/B9.BIOC.SCARRAY
SCATE,1.6.0,"parallel, preprocessCore, splines, splines2, xgboost,
SCATEData, Rtsne, mclust",MIT,10.18129/B9.BIOC.SCATE
scater,1.24.0,"SingleCellExperiment, scuttle, ggplot2",GPL-3,10.18129/B9.BIOC.SCATER
scatterHatch,1.2.0,R (>= 4.1),MIT,10.18129/B9.BIOC.SCATTERHATCH
scBFA,1.10.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.SCBFA
SCBN,1.14.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.SCBN
scCB2,1.6.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.SCCB2
scClassify,1.8.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCCLASSIFY
sccomp,1.0.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.SCCOMP
scDataviz,1.6.0,"R (>= 4.0), S4Vectors, SingleCellExperiment,",GPL-3,10.18129/B9.BIOC.SCDATAVIZ
scDblFinder,1.10.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCDBLFINDER
scDD,1.20.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.SCDD
scde,2.24.0,"R (>= 3.0.0), flexmix",GPL-2,10.18129/B9.BIOC.SCDE
scds,1.12.0,R (>= 3.6.0),MIT,10.18129/B9.BIOC.SCDS
SCFA,1.6.0,R (>= 4.0),LGPL,10.18129/B9.BIOC.SCFA
scFeatureFilter,1.16.0,R (>= 3.6),MIT,10.18129/B9.BIOC.SCFEATUREFILTER
scGPS,1.10.0,"R (>= 3.6), SummarizedExperiment, dynamicTreeCut,
SingleCellExperiment",GPL-3,10.18129/B9.BIOC.SCGPS
schex,1.10.0,"SingleCellExperiment (>= 1.7.4), Seurat, ggplot2 (>= 3.2.1),
shiny",GPL-3,10.18129/B9.BIOC.SCHEX
scHOT,1.8.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCHOT
scMAGeCK,1.8.0,NA,BSD_2_clause,10.18129/B9.BIOC.SCMAGECK
scmap,1.18.0,R(>= 3.4),GPL-3,10.18129/B9.BIOC.SCMAP
scMerge,1.12.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.SCMERGE
scmeth,1.16.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.SCMETH
SCnorm,1.18.0,"R (>= 3.4.0),",GPL (>= 2),10.18129/B9.BIOC.SCNORM
scone,1.20.0,"R (>= 3.4), methods, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.SCONE
Sconify,1.16.0,R (>= 3.5),Artistic-2.0,10.18129/B9.BIOC.SCONIFY
SCOPE,1.8.0,"R (>= 3.6.0), GenomicRanges, IRanges, Rsamtools, GenomeInfoDb,
BSgenome.Hsapiens.UCSC.hg19",GPL-2,10.18129/B9.BIOC.SCOPE
scp,1.6.0,"R (>= 4.0), QFeatures (>= 1.3.5)",Artistic-2.0,10.18129/B9.BIOC.SCP
scPCA,1.10.0,R (>= 4.0.0),MIT,10.18129/B9.BIOC.SCPCA
scPipe,1.18.0,"R (>= 3.4), ggplot2, methods, SingleCellExperiment",GPL (>= 2),10.18129/B9.BIOC.SCPIPE
scran,1.24.0,"SingleCellExperiment, scuttle",GPL-3,10.18129/B9.BIOC.SCRAN
scReClassify,1.2.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SCRECLASSIFY
scRecover,1.12.0,R (>= 3.4.0),GPL,10.18129/B9.BIOC.SCRECOVER
scRepertoire,1.6.0,"ggplot2, R (>= 4.0)",Apache License 2.0,10.18129/B9.BIOC.SCREPERTOIRE
scruff,1.14.0,R (>= 4.0),MIT,10.18129/B9.BIOC.SCRUFF
scry,1.8.0,"R (>= 4.0), stats, methods",Artistic-2.0,10.18129/B9.BIOC.SCRY
scShapes,1.2.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SCSHAPES
scTensor,2.6.0,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.SCTENSOR
scTGIF,1.10.0,R (>= 3.6.0),Artistic-2.0,10.18129/B9.BIOC.SCTGIF
scTHI,1.8.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.SCTHI
scTreeViz,1.2.0,"R (>= 4.0), methods, epivizr, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.SCTREEVIZ
scuttle,1.6.2,SingleCellExperiment,GPL-3,10.18129/B9.BIOC.SCUTTLE
SDAMS,1.16.0,"R(>= 3.5), SummarizedExperiment",GPL,10.18129/B9.BIOC.SDAMS
sechm,1.4.1,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SECHM
segmenter,1.2.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SEGMENTER
segmentSeq,2.30.0,"R (>= 3.5.0), methods, baySeq (>= 2.9.0), S4Vectors, parallel,
GenomicRanges, ShortRead, stats",GPL-3,10.18129/B9.BIOC.SEGMENTSEQ
selectKSigs,1.8.0,R(>= 3.6),GPL-3,10.18129/B9.BIOC.SELECTKSIGS
SELEX,1.28.0,"rJava (>= 0.5-0), Biostrings (>= 2.26.0)",GPL (>= 2),10.18129/B9.BIOC.SELEX
SemDist,1.30.0,"R (>= 3.1), AnnotationDbi, GO.db, annotate",GPL (>= 2),10.18129/B9.BIOC.SEMDIST
semisup,1.20.0,R (>= 3.0.0),GPL-3,10.18129/B9.BIOC.SEMISUP
SEPIRA,1.16.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.SEPIRA
seq2pathway,1.28.0,R (>= 3.6.2),GPL-2,10.18129/B9.BIOC.SEQ2PATHWAY
seqArchR,1.0.0,R (>= 4.2.0),GPL-3,10.18129/B9.BIOC.SEQARCHR
SeqArray,1.36.2,"R (>= 3.5.0), gdsfmt (>= 1.31.1)",GPL-3,10.18129/B9.BIOC.SEQARRAY
seqbias,1.44.0,"R (>= 3.0.2), GenomicRanges (>= 0.1.0), Biostrings (>=
2.15.0), methods",LGPL-3,10.18129/B9.BIOC.SEQBIAS
seqCAT,1.18.0,"R (>= 3.6), GenomicRanges (>= 1.26.4), VariantAnnotation(>=
1.20.3)",MIT,10.18129/B9.BIOC.SEQCAT
seqCNA,1.42.0,"R (>= 3.0), GLAD (>= 2.14), doSNOW (>= 1.0.5), adehabitatLT
(>= 0.3.4), seqCNA.annot (>= 0.99), methods",GPL-3,10.18129/B9.BIOC.SEQCNA
seqcombo,1.18.0,R (>= 3.4.0),Artistic-2.0,10.18129/B9.BIOC.SEQCOMBO
SeqGate,1.6.0,"S4Vectors, SummarizedExperiment, GenomicRanges",GPL (>= 2.0),10.18129/B9.BIOC.SEQGATE
SeqGSEA,1.36.0,"Biobase, doParallel, DESeq2",GPL (>= 3),10.18129/B9.BIOC.SEQGSEA
seqLogo,1.62.0,"R (>= 4.2), methods, grid",LGPL (>= 2),10.18129/B9.BIOC.SEQLOGO
seqPattern,1.28.0,"methods, R (>= 2.15.0)",GPL-3,10.18129/B9.BIOC.SEQPATTERN
seqsetvis,1.16.0,"R (>= 3.6), ggplot2",MIT,10.18129/B9.BIOC.SEQSETVIS
SeqSQC,1.18.0,"R (>= 3.4), ExperimentHub (>= 1.3.7), SNPRelate (>= 1.10.2)",GPL-3,10.18129/B9.BIOC.SEQSQC
seqTools,1.30.0,"methods,utils,zlibbioc",Artistic-2.0,10.18129/B9.BIOC.SEQTOOLS
SeqVarTools,1.34.0,SeqArray,GPL-3,10.18129/B9.BIOC.SEQVARTOOLS
sesame,1.14.2,"R (>= 4.1), sesameData",MIT,10.18129/B9.BIOC.SESAME
SEtools,1.10.0,R (>= 4.0),GPL,10.18129/B9.BIOC.SETOOLS
sevenbridges,1.26.0,"methods, utils, stats",Apache License 2.0,10.18129/B9.BIOC.SEVENBRIDGES
sevenC,1.16.0,"R (>= 3.5), InteractionSet (>= 1.2.0)",GPL-3,10.18129/B9.BIOC.SEVENC
SGSeq,1.30.0,"R (>= 4.0), IRanges (>= 2.13.15), GenomicRanges (>= 1.31.10),
Rsamtools (>= 1.31.2), SummarizedExperiment, methods",Artistic-2.0,10.18129/B9.BIOC.SGSEQ
SharedObject,1.10.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.SHAREDOBJECT
shinyepico,1.4.2,R (>= 4.2.0),AGPL-3,10.18129/B9.BIOC.SHINYEPICO
shinyMethyl,1.32.0,"methods, BiocGenerics (>= 0.3.2), shiny (>= 0.13.2), minfi (>=
1.18.2), IlluminaHumanMethylation450kmanifest, matrixStats, R
(>= 3.0.0)",Artistic-2.0,10.18129/B9.BIOC.SHINYMETHYL
ShortRead,1.54.0,"BiocGenerics (>= 0.23.3), BiocParallel, Biostrings (>=
2.47.6), Rsamtools (>= 1.31.2), GenomicAlignments (>= 1.15.6)",Artistic-2.0,10.18129/B9.BIOC.SHORTREAD
SIAMCAT,2.0.0,"R (>= 3.6.0), mlr3, phyloseq",GPL-3,10.18129/B9.BIOC.SIAMCAT
SICtools,1.26.0,"R (>= 3.0.0), methods, Rsamtools (>= 1.18.1), doParallel (>=
1.0.8), Biostrings (>= 2.32.1), stringr (>= 0.6.2), matrixStats
(>= 0.10.0), plyr (>= 1.8.3), GenomicRanges (>= 1.22.4),
IRanges (>= 2.4.8)",GPL (>= 2),10.18129/B9.BIOC.SICTOOLS
SigCheck,2.28.0,"R (>= 3.2.0), MLInterfaces, Biobase, e1071, BiocParallel,
survival",Artistic-2.0,10.18129/B9.BIOC.SIGCHECK
sigFeature,1.14.0,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.SIGFEATURE
SigFuge,1.34.0,"R (>= 3.5.0), GenomicRanges",GPL-3,10.18129/B9.BIOC.SIGFUGE
siggenes,1.70.0,"Biobase, multtest, splines, methods",LGPL (>= 2),10.18129/B9.BIOC.SIGGENES
sights,1.22.0,R(>= 3.3),GPL-3,10.18129/B9.BIOC.SIGHTS
signatureSearch,1.10.0,"R(>= 3.6.0), Rcpp, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.SIGNATURESEARCH
signeR,1.22.0,"VariantAnnotation, NMF",GPL-3,10.18129/B9.BIOC.SIGNER
sigPathway,1.64.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.SIGPATHWAY
SigsPack,1.10.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.SIGSPACK
sigsquared,1.28.0,"R (>= 3.2.0), methods",GPL-3,10.18129/B9.BIOC.SIGSQUARED
SIM,1.66.0,"R (>= 3.5), quantreg",GPL (>= 2),10.18129/B9.BIOC.SIM
SIMAT,1.28.0,"R (>= 3.5.0), Rcpp (>= 0.11.3)",GPL-2,10.18129/B9.BIOC.SIMAT
SimBindProfiles,1.34.0,"R (>= 2.10), methods, Ringo",GPL-3,10.18129/B9.BIOC.SIMBINDPROFILES
SIMD,1.14.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.SIMD
SimFFPE,1.8.0,Biostrings,LGPL-3,10.18129/B9.BIOC.SIMFFPE
similaRpeak,1.28.0,R6 (>= 2.0),Artistic-2.0,10.18129/B9.BIOC.SIMILARPEAK
simplifyEnrichment,1.6.1,"R (>= 3.6.0), BiocGenerics, grid",MIT,10.18129/B9.BIOC.SIMPLIFYENRICHMENT
sincell,1.28.0,"R (>= 3.0.2), igraph",GPL (>= 2),10.18129/B9.BIOC.SINCELL
single,1.0.0,R (>= 4.1),MIT,10.18129/B9.BIOC.SINGLE
SingleCellExperiment,1.18.0,SummarizedExperiment,GPL-3,10.18129/B9.BIOC.SINGLECELLEXPERIMENT
SingleCellSignalR,1.8.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SINGLECELLSIGNALR
singleCellTK,2.6.0,"R (>= 4.0), SummarizedExperiment, SingleCellExperiment,
DelayedArray, Biobase",MIT,10.18129/B9.BIOC.SINGLECELLTK
SingleMoleculeFootprinting,1.4.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.SINGLEMOLECULEFOOTPRINTING
SingleR,1.10.0,SummarizedExperiment,GPL-3,10.18129/B9.BIOC.SINGLER
singscore,1.16.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.SINGSCORE
SISPA,1.26.0,"R (>= 3.5),genefilter,GSVA,changepoint",GPL-2,10.18129/B9.BIOC.SISPA
sitadela,1.4.0,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.SITADELA
sitePath,1.12.0,R (>= 4.1),MIT,10.18129/B9.BIOC.SITEPATH
sizepower,1.66.0,stats,LGPL,10.18129/B9.BIOC.SIZEPOWER
skewr,1.28.0,"R (>= 3.1.1), methylumi, wateRmelon, mixsmsn,
IlluminaHumanMethylation450kmanifest",GPL-2,10.18129/B9.BIOC.SKEWR
slalom,1.18.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.SLALOM
slingshot,2.4.0,"R (>= 4.0), princurve (>= 2.0.4), stats, TrajectoryUtils",Artistic-2.0,10.18129/B9.BIOC.SLINGSHOT
SLqPCR,1.62.0,R(>= 2.4.0),GPL (>= 2),10.18129/B9.BIOC.SLQPCR
SMAD,1.12.0,"R (>= 3.6.0), RcppAlgos",MIT,10.18129/B9.BIOC.SMAD
SMAP,1.60.0,"R (>= 2.10), methods",GPL-2,10.18129/B9.BIOC.SMAP
SMITE,1.24.0,"R (>= 3.5), GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.SMITE
SNAGEE,1.36.0,"R (>= 2.6.0), SNAGEEdata",Artistic-2.0,10.18129/B9.BIOC.SNAGEE
snapCGH,1.66.0,R (>= 3.5.0),GPL,10.18129/B9.BIOC.SNAPCGH
snapcount,1.8.0,R (>= 4.0.0),MIT,10.18129/B9.BIOC.SNAPCOUNT
snifter,1.6.0,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.SNIFTER
snm,1.44.0,R (>= 2.12.0),LGPL,10.18129/B9.BIOC.SNM
SNPediaR,1.22.0,R (>= 3.0.0),GPL-2,10.18129/B9.BIOC.SNPEDIAR
SNPhood,1.26.0,"R (>= 3.5.0), GenomicRanges, Rsamtools, data.table, checkmate",LGPL (>= 3),10.18129/B9.BIOC.SNPHOOD
SNPRelate,1.30.1,"R (>= 2.15), gdsfmt (>= 1.8.3)",GPL-3,10.18129/B9.BIOC.SNPRELATE
snpStats,1.46.0,"R(>= 2.10.0), survival, Matrix, methods",GPL-3,10.18129/B9.BIOC.SNPSTATS
soGGi,1.28.0,"R (>= 3.5.0), BiocGenerics, SummarizedExperiment",GPL (>= 3),10.18129/B9.BIOC.SOGGI
sojourner,1.10.0,NA,Artistic-2.0,10.18129/B9.BIOC.SOJOURNER
SomaticSignatures,2.32.0,"R (>= 3.5.0), VariantAnnotation, GenomicRanges, NMF",MIT,10.18129/B9.BIOC.SOMATICSIGNATURES
SOMNiBUS,1.4.0,R (>= 4.1.0),MIT,10.18129/B9.BIOC.SOMNIBUS
SpacePAC,1.34.0,"R(>= 2.15),iPAC",GPL-2,10.18129/B9.BIOC.SPACEPAC
