Package,Version,Depends,License,DOI,QID,Descr_lang,Descr,License_DOI
scShapes,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SCSHAPES,,,,Q63034458
scTensor,2.6.2000,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.SCTENSOR,,,,Q14624826
scTGIF,1.10.2000,R (>= 3.6.0),Artistic-2.0,10.18129/B9.BIOC.SCTGIF,,,,Q14624826
scTHI,1.8.2000,R (>= 4.0),GPL-2,10.18129/B9.BIOC.SCTHI,,,,Q63002579
scTreeViz,1.2.2000,"R (>= 4.0), methods, epivizr, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.SCTREEVIZ,,,,Q14624826
scuttle,1.6.2002,SingleCellExperiment,GPL-3,10.18129/B9.BIOC.SCUTTLE,Q3958734,en,dog from the Mickey Mouse universe,Q63034458
SDAMS,1.16.0,"R(>= 3.5), SummarizedExperiment",GPL,10.18129/B9.BIOC.SDAMS,Q58910479,,,Q7603
sechm,1.4.2001,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SECHM,Q37265906,en,family name,Q63034458
segmenter,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SEGMENTER,Q56933,en,Division of an image into sets of pixels for further processing,Q63034458
segmentSeq,2.30.0,"R (>= 3.5.0), methods, baySeq (>= 2.9.0), S4Vectors, parallel,
GenomicRanges, ShortRead, stats",GPL-3,10.18129/B9.BIOC.SEGMENTSEQ,,,,Q63034458
selectKSigs,1.8.2000,R(>= 3.6),GPL-3,10.18129/B9.BIOC.SELECTKSIGS,,,,Q63034458
SELEX,1.28.0,"rJava (>= 0.5-0), Biostrings (>= 2.26.0)",GPL (>= 2),10.18129/B9.BIOC.SELEX,Q907101,en,trademark,Q27016752
SemDist,1.30.0,"R (>= 3.1), AnnotationDbi, GO.db, annotate",GPL (>= 2),10.18129/B9.BIOC.SEMDIST,Q18031237,en,protein-coding gene in the species Homo sapiens,Q27016752
semisup,1.20.0,R (>= 3.0.0),GPL-3,10.18129/B9.BIOC.SEMISUP,Q1041418,en,class of machine learning techniques combining a small amount of labeled data with a large amount of unlabeled data during training,Q63034458
SEPIRA,1.16.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.SEPIRA,Q179677,en,principle claiming that the structure of a language affects its speakers' world view or cognition,Q63034458
seq2pathway,1.28.0,R (>= 3.6.2),GPL-2,10.18129/B9.BIOC.SEQ2PATHWAY,Q30952534,en,scientific article,Q63002579
seqArchR,1.0.0,R (>= 4.2.0),GPL-3,10.18129/B9.BIOC.SEQARCHR,,,,Q63034458
SeqArray,1.36.2,"R (>= 3.5.0), gdsfmt (>= 1.31.1)",GPL-3,10.18129/B9.BIOC.SEQARRAY,Q36320417,en,scientific article,Q63034458
seqbias,1.44.0,"R (>= 3.0.2), GenomicRanges (>= 0.1.0), Biostrings (>=
2.15.0), methods",LGPL-3,10.18129/B9.BIOC.SEQBIAS,,,,Q18534393
seqCAT,1.18.0,"R (>= 3.6), GenomicRanges (>= 1.26.4), VariantAnnotation(>=
1.20.3)",MIT,10.18129/B9.BIOC.SEQCAT,,,,Q49108
seqCNA,1.42.0,"R (>= 3.0), GLAD (>= 2.14), doSNOW (>= 1.0.5), adehabitatLT
(>= 0.3.4), seqCNA.annot (>= 0.99), methods",GPL-3,10.18129/B9.BIOC.SEQCNA,Q33616397,en,scientific article,Q63034458
seqcombo,1.18.0,R (>= 3.4.0),Artistic-2.0,10.18129/B9.BIOC.SEQCOMBO,,,,Q14624826
SeqGate,1.6.2000,"S4Vectors, SummarizedExperiment, GenomicRanges",GPL (>= 2.0),10.18129/B9.BIOC.SEQGATE,,,,
SeqGSEA,1.36.0,"Biobase, doParallel, DESeq2",GPL (>= 3),10.18129/B9.BIOC.SEQGSEA,Q30758424,en,scientific article,Q27016754
seqLogo,1.62.0,"R (>= 4.2), methods, grid",LGPL (>= 2),10.18129/B9.BIOC.SEQLOGO,,,,
seqPattern,1.28.0,"methods, R (>= 2.15.0)",GPL-3,10.18129/B9.BIOC.SEQPATTERN,,,,Q63034458
seqsetvis,1.16.0,"R (>= 3.6), ggplot2",MIT,10.18129/B9.BIOC.SEQSETVIS,,,,Q49108
SeqSQC,1.18.0,"R (>= 3.4), ExperimentHub (>= 1.3.7), SNPRelate (>= 1.10.2)",GPL-3,10.18129/B9.BIOC.SEQSQC,Q92931421,en,scientific article published on 05 April 2019,Q63034458
seqTools,1.30.0,"methods,utils,zlibbioc",Artistic-2.0,10.18129/B9.BIOC.SEQTOOLS,Q35902039,en,scientific article published on 22 January 2016,Q14624826
SeqVarTools,1.34.0,SeqArray,GPL-3,10.18129/B9.BIOC.SEQVARTOOLS,,,,Q63034458
sesame,1.14.2,"R (>= 4.1), sesameData",MIT,10.18129/B9.BIOC.SESAME,Q2763698,en,flowering plant cultivated for its edible seeds,Q49108
SEtools,1.10.2000,R (>= 4.0),GPL,10.18129/B9.BIOC.SETOOLS,Q28975461,en,free software,Q7603
sevenbridges,1.26.0,"methods, utils, stats",Apache License 2.0,10.18129/B9.BIOC.SEVENBRIDGES,,,,Q13785927
sevenC,1.16.0,"R (>= 3.5), InteractionSet (>= 1.2.0)",GPL-3,10.18129/B9.BIOC.SEVENC,Q26575600,en,"building in Alfriston, Wealden, East Sussex, UK",Q63034458
SGSeq,1.30.0,"R (>= 4.0), IRanges (>= 2.13.15), GenomicRanges (>= 1.31.10),
Rsamtools (>= 1.31.2), SummarizedExperiment, methods",Artistic-2.0,10.18129/B9.BIOC.SGSEQ,,,,Q14624826
SharedObject,1.10.2000,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.SHAREDOBJECT,,,,Q63034458
shinyepico,1.4.2002,R (>= 4.2.0),AGPL-3,10.18129/B9.BIOC.SHINYEPICO,Q104798631,en,scientific article published on 08 January 2021,Q27017232
shinyMethyl,1.32.0,"methods, BiocGenerics (>= 0.3.2), shiny (>= 0.13.2), minfi (>=
1.18.2), IlluminaHumanMethylation450kmanifest, matrixStats, R
(>= 3.0.0)",Artistic-2.0,10.18129/B9.BIOC.SHINYMETHYL,Q42047453,en,scientific article,Q14624826
ShortRead,1.54.0,"BiocGenerics (>= 0.23.3), BiocParallel, Biostrings (>=
2.47.6), Rsamtools (>= 1.31.2), GenomicAlignments (>= 1.15.6)",Artistic-2.0,10.18129/B9.BIOC.SHORTREAD,Q33490302,en,scientific article,Q14624826
SIAMCAT,2.0.0,"R (>= 3.6.0), mlr3, phyloseq",GPL-3,10.18129/B9.BIOC.SIAMCAT,,,,Q63034458
SICtools,1.26.0,"R (>= 3.0.0), methods, Rsamtools (>= 1.18.1), doParallel (>=
1.0.8), Biostrings (>= 2.32.1), stringr (>= 0.6.2), matrixStats
(>= 0.10.0), plyr (>= 1.8.3), GenomicRanges (>= 1.22.4),
IRanges (>= 2.4.8)",GPL (>= 2),10.18129/B9.BIOC.SICTOOLS,,,,Q27016752
SigCheck,2.28.0,"R (>= 3.2.0), MLInterfaces, Biobase, e1071, BiocParallel,
survival",Artistic-2.0,10.18129/B9.BIOC.SIGCHECK,,,,Q14624826
sigFeature,1.14.0,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.SIGFEATURE,Q94453198,en,scientific article published on 03 April 2020,Q27016752
SigFuge,1.34.0,"R (>= 3.5.0), GenomicRanges",GPL-3,10.18129/B9.BIOC.SIGFUGE,Q34044242,en,scientific article,Q63034458
siggenes,1.70.0,"Biobase, multtest, splines, methods",LGPL (>= 2.1),10.18129/B9.BIOC.SIGGENES,,,,Q27016757
sights,1.22.0,R(>= 3.3),GPL-3,10.18129/B9.BIOC.SIGHTS,Q37509942,en,family name,Q63034458
signatureSearch,1.10.2000,"R(>= 3.6.0), Rcpp, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.SIGNATURESEARCH,,,,Q14624826
signeR,1.22.0,"VariantAnnotation, NMF",GPL-3,10.18129/B9.BIOC.SIGNER,Q28008347,en,one who signs or has signed something,Q63034458
sigPathway,1.64.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.SIGPATHWAY,,,,Q63002579
SigsPack,1.10.2000,R (>= 3.6),GPL-3,10.18129/B9.BIOC.SIGSPACK,Q93059730,en,scientific article published on 02 September 2019,Q63034458
sigsquared,1.28.0,"R (>= 3.2.0), methods",GPL-3,10.18129/B9.BIOC.SIGSQUARED,,,,Q63034458
SIM,1.66.0,"R (>= 3.5), quantreg",GPL (>= 2),10.18129/B9.BIOC.SIM,Q911493,en,Chinese surname (沈),Q27016752
SIMAT,1.28.0,"R (>= 3.5.0), Rcpp (>= 0.11.3)",GPL-2,10.18129/B9.BIOC.SIMAT,Q83439481,en,family name,Q63002579
SimBindProfiles,1.34.0,"R (>= 2.10), methods, Ringo",GPL-3,10.18129/B9.BIOC.SIMBINDPROFILES,,,,Q63034458
SIMD,1.14.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.SIMD,Q339387,en,"class of parallel computers in Flynn's taxonomy, with multiple processing elements that perform the same operation on multiple data points simultaneously",Q63034458
SimFFPE,1.8.2000,Biostrings,LGPL-3,10.18129/B9.BIOC.SIMFFPE,,,,Q18534393
similaRpeak,1.28.0,R6 (>= 2.0),Artistic-2.0,10.18129/B9.BIOC.SIMILARPEAK,,,,Q14624826
simplifyEnrichment,1.6.2001,"R (>= 3.6.0), BiocGenerics, grid",MIT,10.18129/B9.BIOC.SIMPLIFYENRICHMENT,,,,Q49108
sincell,1.28.0,"R (>= 3.0.2), igraph",GPL (>= 2),10.18129/B9.BIOC.SINCELL,Q36129350,en,scientific article,Q27016752
single,1.0.0,R (>= 4.1),MIT,10.18129/B9.BIOC.SINGLE,Q134556,en,type of music release usually containing one or two tracks,Q49108
SingleCellExperiment,1.18.0,SummarizedExperiment,GPL-3,10.18129/B9.BIOC.SINGLECELLEXPERIMENT,,,,Q63034458
SingleCellSignalR,1.8.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SINGLECELLSIGNALR,Q90496930,en,scientific article published on 20 March 2020,Q63034458
singleCellTK,2.6.2000,"R (>= 4.0), SummarizedExperiment, SingleCellExperiment,
DelayedArray, Biobase",MIT,10.18129/B9.BIOC.SINGLECELLTK,,,,Q49108
SingleMoleculeFootprinting,1.4.2000,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.SINGLEMOLECULEFOOTPRINTING,,,,Q63034458
SingleR,1.10.2000,SummarizedExperiment,GPL-3,10.18129/B9.BIOC.SINGLER,Q37280780,en,family name,Q63034458
singscore,1.16.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.SINGSCORE,,,,Q63034458
SISPA,1.26.0,"R (>= 3.5),genefilter,GSVA,changepoint",GPL-2,10.18129/B9.BIOC.SISPA,Q4542641,en,village in Azerbaijan,Q63002579
sitadela,1.4.2000,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.SITADELA,Q6671,en,Italian comune,Q14624826
sitePath,1.12.2000,R (>= 4.1),MIT,10.18129/B9.BIOC.SITEPATH,,,,Q49108
sizepower,1.66.0,stats,LGPL,10.18129/B9.BIOC.SIZEPOWER,,,,Q192897
skewr,1.28.0,"R (>= 3.1.1), methylumi, wateRmelon, mixsmsn,
IlluminaHumanMethylation450kmanifest",GPL-2,10.18129/B9.BIOC.SKEWR,,,,Q63002579
slalom,1.18.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.SLALOM,Q4117409,en,alpine skiing discipline,Q63002579
slingshot,2.4.2000,"R (>= 4.0), princurve (>= 2.0.4), stats, TrajectoryUtils",Artistic-2.0,10.18129/B9.BIOC.SLINGSHOT,Q13672,en,projectile weapon,Q14624826
SLqPCR,1.62.0,R(>= 2.4.0),GPL (>= 2),10.18129/B9.BIOC.SLQPCR,,,,Q27016752
SMAD,1.12.2000,"R (>= 3.6.0), RcppAlgos",MIT,10.18129/B9.BIOC.SMAD,Q700000,en,intracellular proteins,Q49108
SMAP,1.60.0,"R (>= 2.10), methods",GPL-2,10.18129/B9.BIOC.SMAP,Q1138250,en,Japanese boy band,Q63002579
SMITE,1.24.0,"R (>= 3.5), GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.SMITE,Q2357719,en,2014 video game,Q27016752
SNAGEE,1.36.0,"R (>= 2.6.0), SNAGEEdata",Artistic-2.0,10.18129/B9.BIOC.SNAGEE,,,,Q14624826
snapCGH,1.66.0,R (>= 3.5.0),GPL,10.18129/B9.BIOC.SNAPCGH,,,,Q7603
snapcount,1.8.2000,R (>= 4.0.0),MIT,10.18129/B9.BIOC.SNAPCOUNT,,,,Q49108
snifter,1.6.2000,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.SNIFTER,Q1516861,en,short-stemmed glass whose vessel has a wide bottom and a relatively narrow top,Q63034458
snm,1.44.0,R (>= 2.12.0),LGPL,10.18129/B9.BIOC.SNM,Q16899663,en,airport in Bolivia,Q192897
SNPediaR,1.22.0,R (>= 3.0.0),GPL-2,10.18129/B9.BIOC.SNPEDIAR,,,,Q63002579
SNPhood,1.26.0,"R (>= 3.5.0), GenomicRanges, Rsamtools, data.table, checkmate",LGPL (>= 3),10.18129/B9.BIOC.SNPHOOD,Q31092161,en,scientific article,Q27016762
SNPRelate,1.30.1,"R (>= 2.15), gdsfmt (>= 1.8.3)",GPL-3,10.18129/B9.BIOC.SNPRELATE,,,,Q63034458
snpStats,1.46.0,"R(>= 2.10.0), survival, Matrix, methods",GPL-3,10.18129/B9.BIOC.SNPSTATS,Q53731244,en,scientific article,Q63034458
soGGi,1.28.0,"R (>= 3.5.0), BiocGenerics, SummarizedExperiment",GPL (>= 3),10.18129/B9.BIOC.SOGGI,Q100526173,en,family name,Q27016754
sojourner,1.10.2000,NA,Artistic-2.0,10.18129/B9.BIOC.SOJOURNER,Q1770537,en,former NASA Mars rover,Q14624826
SomaticSignatures,2.32.0,"R (>= 3.5.0), VariantAnnotation, GenomicRanges, NMF",MIT,10.18129/B9.BIOC.SOMATICSIGNATURES,Q39769410,en,scientific article,Q49108
SOMNiBUS,1.4.2000,R (>= 4.1.0),MIT,10.18129/B9.BIOC.SOMNIBUS,,,,Q49108
SpacePAC,1.34.0,"R(>= 2.15),iPAC",GPL-2,10.18129/B9.BIOC.SPACEPAC,,,,Q63002579
Spaniel,1.10.2000,R (>= 4.0),MIT,10.18129/B9.BIOC.SPANIEL,Q39115,en,dog type,Q49108
sparrow,1.2.2000,R (>= 4.0),MIT,10.18129/B9.BIOC.SPARROW,Q28922,en,family of songbirds,Q49108
sparseDOSSA,1.20.0,NA,MIT,10.18129/B9.BIOC.SPARSEDOSSA,,,,Q49108
sparseMatrixStats,1.8.2000,MatrixGenerics (>= 1.5.3),MIT,10.18129/B9.BIOC.SPARSEMATRIXSTATS,,,,Q49108
sparsenetgls,1.14.0,"R (>= 4.0.0), Matrix, MASS",GPL-3,10.18129/B9.BIOC.SPARSENETGLS,,,,Q63034458
SpatialCPie,1.12.2000,R (>= 3.6),MIT,10.18129/B9.BIOC.SPATIALCPIE,Q94460428,en,scientific article published on 29 April 2020,Q49108
spatialDE,1.2.2000,R (>= 4.1),MIT,10.18129/B9.BIOC.SPATIALDE,Q58062568,en,article,Q49108
SpatialDecon,1.6.2000,R (>= 4.0.0),MIT,10.18129/B9.BIOC.SPATIALDECON,,,,Q49108
SpatialExperiment,1.6.2000,"methods, SingleCellExperiment",GPL-3,10.18129/B9.BIOC.SPATIALEXPERIMENT,,,,Q63034458
spatialHeatmap,2.2.2000,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.SPATIALHEATMAP,,,,Q14624826
spatzie,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SPATZIE,Q21609269,en,botanist (1806-1883),Q63034458
specL,1.30.0,"R (>= 3.6), DBI (>= 0.5), methods (>= 3.3), protViz (>= 0.5),
RSQLite (>= 1.1), seqinr (>= 3.3)",GPL-3,10.18129/B9.BIOC.SPECL,Q35567274,en,scientific article published on 23 February 2015,Q63034458
SpeCond,1.50.0,"R (>= 2.10.0), mclust (>= 3.3.1), Biobase (>= 1.15.13),
fields, hwriter (>= 1.1), RColorBrewer, methods",LGPL (>= 2),10.18129/B9.BIOC.SPECOND,Q42131484,en,scientific article published on 18 October 2011,
Spectra,1.6.2000,"R (>= 4.0.0), S4Vectors, BiocParallel, ProtGenerics (>=
1.25.1)",Artistic-2.0,10.18129/B9.BIOC.SPECTRA,Q483666,en,interaction between matter and electromagnetic radiation broken down into frequencies,Q14624826
SpectralTAD,1.12.2000,R (>= 3.6),MIT,10.18129/B9.BIOC.SPECTRALTAD,Q97599910,en,scientific article published on 20 July 2020,Q49108
SPEM,1.36.0,"R (>= 2.15.1), Rsolnp, Biobase, methods",GPL-2,10.18129/B9.BIOC.SPEM,Q59252416,en,protein family,Q63002579
spicyR,1.8.2000,R (>= 4.1),GPL (>= 2),10.18129/B9.BIOC.SPICYR,,,,Q27016752
SpidermiR,1.26.0,R (>= 3.0.0),GPL (>= 3),10.18129/B9.BIOC.SPIDERMIR,Q31157753,en,scientific article,Q27016754
spikeLI,2.56.0,NA,GPL-2,10.18129/B9.BIOC.SPIKELI,Q58549062,en,scientific article published on 26 October 2018,Q63002579
spiky,1.2.2000,"Rsamtools, GenomicRanges, R (>= 3.6.0)",GPL-2,10.18129/B9.BIOC.SPIKY,Q11312652,,,Q63002579
spkTools,1.52.0,"R (>= 2.7.0), Biobase (>= 2.5.5)",GPL (>= 2),10.18129/B9.BIOC.SPKTOOLS,,,,Q27016752
splatter,1.20.0,"R (>= 4.0), SingleCellExperiment",GPL-3,10.18129/B9.BIOC.SPLATTER,Q110322853,en,fictional character from One Piece,Q63034458
SplicingFactory,1.4.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SPLICINGFACTORY,,,,Q63034458
SplicingGraphs,1.36.0,"GenomicFeatures (>= 1.17.13), GenomicAlignments (>= 1.1.22),
Rgraphviz (>= 2.3.7)",Artistic-2.0,10.18129/B9.BIOC.SPLICINGGRAPHS,,,,Q14624826
splineTimeR,1.24.0,"R (>= 3.3), Biobase, igraph, limma, GSEABase, gtools, splines,
GeneNet (>= 1.2.13), longitudinal (>= 1.1.12), FIs",GPL-3,10.18129/B9.BIOC.SPLINETIMER,,,,Q63034458
SPLINTER,1.22.0,"R (>= 3.6.0), grDevices, stats",GPL-2,10.18129/B9.BIOC.SPLINTER,Q41521,en,"division between people, usually belonging to an organization, movement, or religious denomination",Q63002579
splots,1.62.0,NA,LGPL,10.18129/B9.BIOC.SPLOTS,,,,Q192897
SPONGE,1.18.1,R (>= 3.6),GPL (>= 3),10.18129/B9.BIOC.SPONGE,Q1210980,en,cleaning tool made from soft and porous usually synthetic or rarely natural material,Q27016754
SPOTlight,1.0.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SPOTLIGHT,Q18154496,en,2015 film directed by Tom McCarthy,Q63034458
spqn,1.8.2000,"R (>= 4.0), ggplot2, ggridges, SummarizedExperiment,
BiocGenerics",Artistic-2.0,10.18129/B9.BIOC.SPQN,,,,Q14624826
SPsimSeq,1.6.2000,R (>= 4.0),GPL-2,10.18129/B9.BIOC.SPSIMSEQ,Q89743225,en,scientific article published on 17 February 2020,Q63002579
SQLDataFrame,1.10.2000,"R (>= 3.6), dplyr (>= 0.8.0.1), dbplyr (>= 1.4.0), S4Vectors",GPL-3,10.18129/B9.BIOC.SQLDATAFRAME,,,,Q63034458
SQUADD,1.46.0,R (>= 2.11.0),GPL (>= 2),10.18129/B9.BIOC.SQUADD,,,,Q27016752
sRACIPE,1.12.2000,"R (>= 3.6.0),SummarizedExperiment, methods, Rcpp",MIT,10.18129/B9.BIOC.SRACIPE,,,,Q49108
SRAdb,1.58.0,"RSQLite, graph, RCurl",Artistic-2.0,10.18129/B9.BIOC.SRADB,Q30586217,en,scientific article,Q14624826
srnadiff,1.16.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.SRNADIFF,,,,Q63034458
sscore,1.68.0,"R (>= 1.8.0), affy, affyio",GPL (>= 2),10.18129/B9.BIOC.SSCORE,Q44918598,en,scientific article,Q27016752
sscu,2.26.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.SSCU,Q31204886,en,"Airfield in Santa Maria das Barreiras, Brazil",Q27016752
sSeq,1.34.0,"R (>= 3.0), caTools, RColorBrewer",GPL (>= 3),10.18129/B9.BIOC.SSEQ,Q31205831,en,Airfield in Brazil,Q27016754
ssize,1.70.0,"gdata, xtable",LGPL,10.18129/B9.BIOC.SSIZE,Q89651046,en,scientific article published on 07 February 2020,Q192897
sSNAPPY,1.0.1,R (>= 4.2.0),GPL-3,10.18129/B9.BIOC.SSNAPPY,,,,Q63034458
ssPATHS,1.10.2000,"R (>= 3.5.0), SummarizedExperiment",MIT,10.18129/B9.BIOC.SSPATHS,,,,Q49108
ssrch,1.12.2000,"R (>= 3.6), methods",Artistic-2.0,10.18129/B9.BIOC.SSRCH,,,,Q14624826
ssviz,1.30.0,"R (>= 3.5.0), methods, Rsamtools, Biostrings, reshape,
ggplot2, RColorBrewer, stats",GPL-2,10.18129/B9.BIOC.SSVIZ,,,,Q63002579
stageR,1.18.0,"R (>= 3.4), SummarizedExperiment",GNU General Public License version 3,10.18129/B9.BIOC.STAGER,Q37322134,en,family name,Q10513445
STAN,2.24.0,"R (>= 3.5.0), methods, poilog, parallel",GPL (>= 2),10.18129/B9.BIOC.STAN,Q1241023,en,male given name,Q27016752
standR,1.0.0,R (>= 4.1),MIT,10.18129/B9.BIOC.STANDR,Q16600217,en,"frazione of Gorizia comune, Italy",Q49108
staRank,1.38.0,"methods, cellHTS2, R (>= 2.10)",GPL,10.18129/B9.BIOC.STARANK,,,,Q7603
StarBioTrek,1.22.0,R (>= 3.3),GPL (>= 3),10.18129/B9.BIOC.STARBIOTREK,,,,Q27016754
STATegRa,1.32.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.STATEGRA,Q54752594,en,cell line,Q63002579
statTarget,1.26.0,R (>= 3.6.0),LGPL (>= 3),10.18129/B9.BIOC.STATTARGET,Q60057166,en,scientific article published on 6 August 2018,Q27016762
STdeconvolve,1.0.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.STDECONVOLVE,,,,Q63034458
stepNorm,1.68.0,"R (>= 1.8.0), marray, methods",LGPL,10.18129/B9.BIOC.STEPNORM,,,,Q192897
strandCheckR,1.14.0,NA,GPL (>= 2),10.18129/B9.BIOC.STRANDCHECKR,Q113307961,en,scientific article published on 17 February 2019,Q27016752
Streamer,1.42.0,NA,Artistic-2.0,10.18129/B9.BIOC.STREAMER,Q57414145,en,person who streams activities on their computer to a live online audience,Q14624826
STRINGdb,2.8.2004,R (>= 2.14.0),GPL-2,10.18129/B9.BIOC.STRINGDB,,,,Q63002579
STROMA4,1.20.0,"R (>= 3.4), Biobase, BiocParallel, cluster, matrixStats,
stats, graphics, utils",GPL-3,10.18129/B9.BIOC.STROMA4,,,,Q63034458
struct,1.8.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.STRUCT,Q2470517,en,information block that is part of a database (data row),Q63034458
Structstrings,1.12.2000,"R (>= 4.0), S4Vectors (>= 0.27.12), IRanges (>= 2.23.9),
Biostrings (>= 2.57.2)",Artistic-2.0,10.18129/B9.BIOC.STRUCTSTRINGS,,,,Q14624826
structToolbox,1.8.2000,"R (>= 4.0), struct (>= 1.5.1)",GPL-3,10.18129/B9.BIOC.STRUCTTOOLBOX,,,,Q63034458
StructuralVariantAnnotation,1.12.2000,"GenomicRanges, rtracklayer, VariantAnnotation, BiocGenerics, R
(>= 4.1.0)",GPL-3,10.18129/B9.BIOC.STRUCTURALVARIANTANNOTATION,,,,Q63034458
SubCellBarCode,1.12.2000,R (>= 3.6),GPL-2,10.18129/B9.BIOC.SUBCELLBARCODE,Q90884416,en,scientific article published on 01 January 2019,Q63002579
subSeq,1.26.0,R (>= 3.2),MIT,10.18129/B9.BIOC.SUBSEQ,Q2070370,en,Series of military tribunals held in Germany after World War II,Q49108
SummarizedBenchmark,2.14.0,"R (>= 3.6), tidyr, SummarizedExperiment, S4Vectors,
BiocGenerics, methods, UpSetR, rlang, stringr, utils,
BiocParallel, ggplot2, mclust, dplyr, digest, sessioninfo,
crayon, tibble",GPL (>= 3),10.18129/B9.BIOC.SUMMARIZEDBENCHMARK,,,,Q27016754
SummarizedExperiment,1.26.1,"R (>= 4.0.0), methods, MatrixGenerics (>= 1.1.3),
GenomicRanges (>= 1.41.5), Biobase",Artistic-2.0,10.18129/B9.BIOC.SUMMARIZEDEXPERIMENT,,,,Q14624826
Summix,2.2.2000,R (>= 4.1),MIT,10.18129/B9.BIOC.SUMMIX,Q111149498,en,scientific article published on 21 June 2021,Q49108
supersigs,1.4.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SUPERSIGS,,,,Q63034458
supraHex,1.34.0,"R (>= 3.6), hexbin",GPL-2,10.18129/B9.BIOC.SUPRAHEX,Q30708762,en,scientific article,Q63002579
surfaltr,1.2.2001,R (>= 4.0),MIT,10.18129/B9.BIOC.SURFALTR,,,,Q49108
survcomp,1.46.0,"survival, prodlim, R (>= 3.4)",Artistic-2.0,10.18129/B9.BIOC.SURVCOMP,Q35526651,en,scientific article published on 7 September 2011,Q14624826
survtype,1.12.2000,"SummarizedExperiment, pheatmap, survival, survminer,
clustvarsel, stats, utils",Artistic-2.0,10.18129/B9.BIOC.SURVTYPE,,,,Q14624826
Sushi,1.34.0,"R (>= 2.10), zoo,biomaRt",GPL (>= 2),10.18129/B9.BIOC.SUSHI,Q46383,en,portioned prepared vinegared rice topped or rolled with other ingredients,Q27016752
sva,3.44.0,"R (>= 3.2), mgcv, genefilter, BiocParallel",Artistic-2.0,10.18129/B9.BIOC.SVA,Q1279835,en,"art and design college in Manhattan, New York",Q14624826
svaNUMT,1.2.2000,"GenomicRanges, rtracklayer, VariantAnnotation,
StructuralVariantAnnotation, BiocGenerics, Biostrings, R (>=
4.0)",GPL-3,10.18129/B9.BIOC.SVANUMT,,,,Q63034458
svaRetro,1.2.2000,"GenomicRanges, rtracklayer, BiocGenerics,
StructuralVariantAnnotation, R (>= 4.0)",GPL-3,10.18129/B9.BIOC.SVARETRO,,,,Q63034458
SWATH2stats,1.26.0,R(>= 2.10.0),GPL-3,10.18129/B9.BIOC.SWATH2STATS,Q31070927,en,scientific article,Q63034458
SwathXtend,2.18.0,"e1071, openxlsx, VennDiagram, lattice",GPL-2,10.18129/B9.BIOC.SWATHXTEND,,,,Q63002579
swfdr,1.22.0,R (>= 3.4),GPL (>= 3),10.18129/B9.BIOC.SWFDR,,,,Q27016754
switchBox,1.32.0,"R (>= 2.13.1), pROC, gplots",GPL-2,10.18129/B9.BIOC.SWITCHBOX,Q34880560,en,scientific article,Q63002579
switchde,1.22.0,"R (>= 3.4), SingleCellExperiment",GPL (>= 2),10.18129/B9.BIOC.SWITCHDE,Q39067532,en,scientific article published on 23 December 2016,Q27016752
synapsis,1.2.2000,R (>= 4.1),MIT,10.18129/B9.BIOC.SYNAPSIS,Q17561501,en,genus of insects,Q49108
synergyfinder,3.4.2001,R (>= 4.0.0),Mozilla Public License 2.0,10.18129/B9.BIOC.SYNERGYFINDER,Q36335514,en,scientific article,Q25428413
SynExtend,1.8.2000,"R (>= 4.1.0), DECIPHER (>= 2.20.0)",GPL-3,10.18129/B9.BIOC.SYNEXTEND,,,,Q63034458
synlet,1.26.0,"R (>= 3.2.0), ggplot2",GPL-3,10.18129/B9.BIOC.SYNLET,Q2376021,en,journal,Q63034458
SynMut,1.12.2001,NA,GPL-2,10.18129/B9.BIOC.SYNMUT,,,,Q63002579
